19:33:59.527  CMBT   | Killed Py6Jl	 Ship_Race3_M_T2_Pirate|0000000248;	 killer Feresey|0000000204 Weapon_Plasmagun_Heavy_T5_Pirate 
21:35:56.207  CMBT   | Killed ClanShip_Stuff_Jer_ElementF|0000000650;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:35:56.207  CMBT   | Killed ClanShip_Stuff_Jer_ElementB|0000000607;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:35:56.207  CMBT   | Killed ClanShip_Stuff_Jer_ElementB|0000000608;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:36:04.737  CMBT   | Killed ClanShip_Stuff_Jer_ElementA1|0000000590;	 killer Py6Jl|0000002134 Weapon_ThorHammer_T5_Epic 
21:36:06.130  CMBT   | Killed kosogiri	 Ship_Race1_S_T5_Bootlegger|0000028415;	 killer Feresey|0000040763 Weapon_ThorHammer_T5_Epic 
21:36:08.441  CMBT   | Killed SpyBeaconAnalyse(THEMAJKI)|0000071120;	 killer THEMAJKI|0000071120 (suicide) <FriendlyFire>
21:36:08.442  CMBT   | Killed THEMAJKI	 Ship_Race1_S_T5_Nordstorm|0000063700;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:36:13.420  CMBT   | Killed DistStation(Rule34)|0000071065;	 killer Sotir|0000071348 Module_BFG_T5_Epic 
21:36:15.397  CMBT   | Killed Expendable_BattleDroneLarge_T5_Mk3(Rule34)|0000002199;	 killer Sotir|0000071348 Module_BFG_T5_Epic 
21:36:15.891  CMBT   | Killed Expendable_BattleDroneLarge_T5_Mk3(Rule34)|0000063800;	 killer Sotir|0000071348 Module_BFG_T5_Epic 
21:36:15.891  CMBT   | Killed Module_TurretThermo_T5_Epic(Sotir)|0000071364;	 killer Nafalar|0000003346 Weapon_Plasmagun_Heavy_T5_Pirate 
21:36:17.527  CMBT   | Killed SwarmPack3(Sotir)|0000071410;	 killer Sotir|0000071410 (suicide) <FriendlyFire>
21:36:17.527  CMBT   | Killed Sotir	 Ship_Race5_H_OVERSEER_Rank15_13|0000071348;	 killer Nafalar|0000003346 Weapon_Plasmagun_Heavy_T5_Pirate 
21:36:24.377  CMBT   | Killed jacen200146CZ	 Ship_Race2_S_T5_CraftUniq|0000061295;	 killer Feresey|0000040763 ModulePassive_ThorStasis_T5_Epic 
21:36:24.420  CMBT   | Killed Aleks691	 Ship_Race1_M_T5_Dlc|0000073023;	 killer Gladiator|0000002009 Module_Javelin_T5_Epic 
21:36:25.430  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000507;	 killer MacMel|0000055196 Module_DisintegratorPhasedEfficiency 
21:36:26.879  CMBT   | Killed ClanShip_SideTurret_t5|0000000753;	 killer MacMel|0000055196 SpaceMissile_Torpedo_T4_Mk3 
21:36:32.045  CMBT   | Killed ClanShip_Torpedo|0000076844;	 killer MacMel|0000055196 Module_DisintegratorPhasedEfficiency 
21:36:33.056  CMBT   | Killed ClanShip_Stuff_Jer_ElementB|0000000617;	 killer TENEVOY|0000002760 Module_Disintegrator_T4_Base 
21:36:35.639  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000506;	 killer MacMel|0000055196 Module_DisintegratorPhasedEfficiency 
21:36:36.051  CMBT   | Killed Module_DevastatorGun_T4_Epic(THEMAJKI)|0000076212;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:36:38.451  CMBT   | Killed Module_LandingPlatform_T5_Epic(THEMAJKI)|0000076211;	 killer Gladiator|0000002009 Module_Javelin_T5_Epic 
21:36:38.741  CMBT   | Killed Module_AdaptiveBigShieldBoost_T5_Epic(THEMAJKI)|0000076213;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:36:38.741  CMBT   | Killed Module_IsotopeHarvester_T5_Epic(THEMAJKI)|0000076209;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:36:40.981  CMBT   | Killed ModuleCapacitor_race2_h_t5_capacitor_Mk5(THEMAJKI)|0000076228;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:36:44.466  CMBT   | Killed krivoendkoco	 Ship_Race1_S_T5_Bootlegger|0000076294;	 killer Py6Jl|0000002134 Weapon_ThorHammer_T5_Epic 
21:36:45.187  CMBT   | Killed THEMAJKI	 Ship_Race2_H_T5|0000076195;	 killer Nafalar|0000003346 Weapon_Plasmagun_Heavy_T5_Pirate 
21:36:52.144  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000514;	 killer MacMel|0000055196 Module_DisintegratorPhasedEfficiency 
21:36:52.592  CMBT   | Killed kosogiri	 Ship_Race2_M_T4_PremUniq|0000075492;	 killer Feresey|0000040763 Weapon_ThorHammer_T5_Epic 
21:36:56.474  CMBT   | Killed MacMel	 Ship_Race1_L_T4_PremUniq|0000055196;	 killer Py6Jl|0000002134 Weapon_ThorHammer_T5_Epic 
21:37:05.501  CMBT   | Killed ClanShip_SideTurret_t5|0000000688;	 killer Gladiator|0000002009 Weapon_PlasmaBursts_T5_Rel 
21:37:10.112  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000090031;	 killer ClanShip_MainTurret|0000000286 ClanShip_MainTurret 
21:37:11.970  CMBT   | Killed ClanShip_SideTurret|0000000575;	 killer PomogitePsixy|0000002204 Weapon_Hammer_T5_Epic 
21:37:13.882  CMBT   | Killed ClanShip_SideTurret|0000000573;	 killer Nafalar|0000003346 Weapon_Plasmagun_Heavy_T5_Pirate 
21:37:15.836  CMBT   | Killed ClanShip_SideRocketTurret_t5|0000000710;	 killer Gladiator|0000002009 Weapon_PlasmaBursts_T5_Rel 
21:37:17.696  CMBT   | Killed ClanShip_Stuff_Jer_ElementA1|0000000595;	 killer Feresey|0000040763 Weapon_ThorHammer_T5_Epic 
21:37:19.945  CMBT   | Killed ClanShip_Stuff_Jer_ElementA1|0000000596;	 killer Gladiator|0000002009 Module_Javelin_T5_Epic 
21:37:28.918  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000627;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.918  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000653;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.918  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000655;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.919  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000654;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.919  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000571;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.919  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000572;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.919  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000656;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:37:28.920  CMBT   | Killed ClanShip_Stuff_Jer_ElementC|0000000657;	 killer TENEVOY|0000002760 SpaceMissile_Torpedo_T4_Mk3 
21:40:03.685  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001890;	 killer ClanShip_MainTurret_Empire|0000000283 ClanShip_MainTurret_Empire 
21:40:11.651  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001870;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:40:17.548  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001850;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:40:19.567  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000005834;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:40:38.708  CMBT   | Killed ClanShip_SideTurret|0000000528;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:40:38.709  CMBT   | Killed ClanShip_SideRocketTurret_t4|0000000714;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:38.709  CMBT   | Killed ClanShip_SideTurret_t4|0000000725;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:39.782  CMBT   | Killed Module_DroneField_T5_Epic(Khushal64n6)|0000003893;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:40:39.788  CMBT   | Killed Khushal64n6	 Ship_Race3_H_T5_Uniq|0000003864;	 killer Feresey|0000001685 ModuleCapacitor_race3_h_t5_uniq_capacitor_Mk6 
21:40:39.789  CMBT   | Killed ModuleCapacitor_race3_h_t5_uniq_capacitor_Mk6(Khushal64n6)|0000003907;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:40:42.029  CMBT   | Killed ClanShip_Torpedo|0000014579;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:40:42.822  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000645;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:42.822  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000646;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:42.822  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000658;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:42.822  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000657;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:42.822  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000628;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:40:44.051  CMBT   | Killed evergreen	 Ship_Race1_S_T5_Herald|0000002212;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:40:45.333  CMBT   | Killed ClanShip_Torpedo|0000014577;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:40:46.742  CMBT   | Killed AquisitorT	 Ship_Race5_S_SCOUT_Rank15_11|0000001950;	 killer Rule34|0000001984 Expendable_BattleDroneLarge_T5_Mk3 
21:40:51.449  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015985;	 killer ClanShip_MainTurret_Empire|0000000287 ClanShip_MainTurret_Empire 
21:40:53.142  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000018262;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:40:53.521  CMBT   | Killed RockerBonker	 Ship_Race1_M_T5_Dlc|0000002341;	 killer PomogitePsixy|0000002074 Weapon_Hammer_T5_Epic 
21:40:55.990  CMBT   | Killed ClanShip_Torpedo|0000014567;	 killer ClanShip_SideTurret_t4|0000000729 ClanShip_SideTurret_t4 
21:40:57.671  CMBT   | Killed ClanShip_SideRocketTurret_t4|0000000717;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:00.929  CMBT   | Killed ClanShip_FlakGun|0000000661;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:08.525  CMBT   | Killed ClanShip_SideRocketTurret_t4|0000000720;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:13.237  CMBT   | Killed ClanShip_FlakGun|0000000664;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:13.854  CMBT   | Killed CMDshephardN7	 Ship_Race1_L_T5_Thrasher|0000001769;	 killer PomogitePsixy|0000002074 SpaceMissile_ResistSub_T5_Mk3 
21:41:18.341  CMBT   | Killed aSpectro	 Ship_Race2_M_T5_CraftSpec|0000002757;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:41:18.962  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015965;	 killer ClanShip_SideTurret_t4|0000000760 ClanShip_SideTurret_t4 
21:41:20.096  CMBT   | Killed ClanShip_SideTurret_t4|0000000723;	 killer Gladiator|0000002128 Module_DevastatorGun_T5_Epic 
21:41:22.716  CMBT   | Killed ClanShip_SideTurret_t4|0000000733;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:41:29.295  CMBT   | Killed evergreen	 Ship_Race3_S_T4_Premium|0000025720;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:41:30.182  CMBT   | Killed ClanShip_SideTurret_t4|0000000703;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:33.724  CMBT   | Killed AquisitorT	 Ship_Race3_M_T5_Uniq|0000026468;	 killer Nafalar|0000002677 Weapon_SuppressingFire_T5_Rel 
21:41:37.034  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000016006;	 killer ClanShip_SideTurret_t4|0000000729 ClanShip_SideTurret_t4 
21:41:40.669  CMBT   | Killed ClanShip_SideTurret_t4|0000000784;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:41:40.669  CMBT   | Killed ClanShip_SideTurret_t4|0000000786;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:41:43.035  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015945;	 killer ClanShip_SideTurret_t4|0000000770 ClanShip_SideTurret_t4 
21:41:43.653  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000502;	 killer Gabarn|0000002252 Module_EnergyLance_T5_Epic 
21:41:48.989  CMBT   | Killed ClanShip_Torpedo|0000036149;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:41:51.185  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000549;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:41:52.237  CMBT   | Killed ClanShip_Torpedo|0000036151;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:41:55.275  CMBT   | Killed ClanShip_SideTurret_t4|0000000705;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:41:57.244  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000038332;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:42:02.575  CMBT   | Killed ClanShip_SideTurret_t4|0000000707;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:42:03.591  CMBT   | Killed RockerBonker	 Ship_Race1_M_T5_Dlc|0000029702;	 killer Feresey|0000001685 SpaceMissile_Barrage_T5_Mk3 
21:42:05.674  CMBT   | Killed ClanShip_SideTurret_t4|0000000731;	 killer Nafalar|0000002677 Weapon_SuppressingFire_T5_Rel 
21:42:09.827  CMBT   | Killed CMDshephardN7	 Ship_Race1_L_T5_Thrasher|0000036616;	 killer Nafalar|0000002677 Weapon_SuppressingFire_T5_Rel 
21:42:09.865  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000032426;	 killer Ship_Bot_ClanShipDroneBig_Empire|0000042696 Weapon_ClanShipDrone_Laser 
21:42:10.942  CMBT   | Killed ClanShip_SideTurret|0000000672;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:42:16.113  CMBT   | Killed aSpectro	 Ship_Race3_M_T5_Wolfhound|0000037863;	 killer Jigolee|0000006037 Weapon_Cold_Ray_T5_Rel 
21:42:16.831  CMBT   | Killed ClanShip_SideTurret|0000000667;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:42:22.563  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000032446;	 killer ClanShip_SideTurret_t4|0000000768 ClanShip_SideTurret_t4 
21:42:25.035  CMBT   | Killed ClanShip_SideTurret_t4|0000000709;	 killer Gladiator|0000002128 Module_BFG_T5_Epic 
21:42:26.670  CMBT   | Killed ClanShip_SideTurret_t4|0000000729;	 killer Ship_Bot_ClanShipDroneBig_Empire|0000032466 Weapon_ClanShipDrone_Laser 
21:42:27.682  CMBT   | Killed ClanShip_SideTurret_t4|0000000735;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:42:33.008  CMBT   | Killed MSGallaxy	 Ship_Race1_L_T5_CraftUniq|0000003089;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:42:35.470  CMBT   | Killed Khushal64n6	 Ship_Race3_H_T5_Uniq_small|0000043547;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:42:39.057  CMBT   | Killed evergreen	 Ship_Race3_S_T4_Premium|0000044618;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:42:47.084  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000497;	 killer ClanShip_MainTurret_Empire|0000000283 ClanShip_MainTurret_Empire 
21:42:48.877  CMBT   | Killed ClanShip_SideTurret|0000000670;	 killer Gladiator|0000002128 Weapon_PlasmaBursts_T5_Rel 
21:42:52.068  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000043501;	 killer ClanShip_SideTurret_t4|0000000727 ClanShip_SideTurret_t4 
21:42:52.247  CMBT   | Killed ClanShip_SideTurret|0000000687;	 killer PomogitePsixy|0000002074 Weapon_Hammer_T5_Epic 
21:42:54.600  CMBT   | Killed ClanShip_Torpedo|0000054492;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:42:56.509  CMBT   | Killed MSGallaxy	 Ship_Race2_M_T5_Baphomet|0000054761;	 killer Gladiator|0000002128 Module_BFG_T5_Epic 
21:42:57.859  CMBT   | Killed SpyBeacon(AquisitorT)|0000056872;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:42:59.370  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000510;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000431;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000470;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000473;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000514;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000482;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000519;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.371  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000520;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000503;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000476;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000509;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000467;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000479;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000504;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000513;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000408;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.372  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000428;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:42:59.777  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000644;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:03.976  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000619;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:03.976  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000643;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:03.976  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000659;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:03.976  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000660;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:05.428  CMBT   | Killed ClanShip_Torpedo|0000054494;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:43:12.335  CMBT   | Killed Module_CookCannon_T5_Epic(RockerBonker)|0000054448;	 killer PomogitePsixy|0000002074 Weapon_Hammer_T5_Epic 
21:43:12.449  CMBT   | Killed SwarmPack3(RockerBonker)|0000054485;	 killer RockerBonker|0000054485 (suicide) <FriendlyFire>
21:43:12.450  CMBT   | Killed RockerBonker	 Ship_Race5_H_OVERSEER_Rank15_13|0000054434;	 killer PomogitePsixy|0000002074 Module_BFG_T5_Epic 
21:43:12.450  CMBT   | Killed Module_BFG_T5_Epic(RockerBonker)|0000054451;	 killer PomogitePsixy|0000002074 Weapon_Hammer_T5_Epic 
21:43:14.693  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000506;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:43:14.693  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000508;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:43:18.392  CMBT   | Killed Companion_T5_Mk3(AquisitorT)|0000063414;	 killer AquisitorT|0000063414 (suicide) <FriendlyFire>
21:43:18.404  CMBT   | Killed AquisitorT	 Ship_Race5_S_SCOUT_Rank15_11|0000046890;	 killer Feresey|0000001685 Weapon_Plasmagun_Heavy_T5_Pirate 
21:43:18.551  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000042696;	 killer ClanShip_SideRocketTurret_t4|0000000711 ClanShip_SideRocketTurret_t4 
21:43:27.371  CMBT   | Killed CMDshephardN7	 Ship_Race1_S_T5_Herald|0000056715;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:43:29.615  CMBT   | Killed aSpectro	 Ship_Race2_M_T5_CraftSpec|0000058734;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:43:35.228  CMBT   | Killed HealBot_Armor(MSGallaxy)|0000068506;	 killer PomogitePsixy|0000002074 Weapon_Hammer_T5_Epic 
21:43:35.953  CMBT   | Killed MSGallaxy	 Ship_Race1_L_T5_CraftSpec|0000066455;	 killer Gladiator|0000002128 Module_BFG_T5_Epic 
21:43:37.807  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000042730;	 killer ClanShip_SideRocketTurret_t4|0000000711 ClanShip_SideRocketTurret_t4 
21:43:46.229  CMBT   | Killed ClanShip_SideTurret_t4|0000000727;	 killer Gladiator|0000002128 Module_DevastatorGun_T5_Epic 
21:43:54.466  CMBT   | Killed ClanShip_Stuff_Emp_ElementC|0000000563;	 killer TENEVOY|0000003245 Module_Disintegrator_T4_Base 
21:43:55.096  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000551;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:55.096  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000586;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:43:59.135  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000583;	 killer TENEVOY|0000003245 SpaceMissile_Torpedo_T4_Mk3 
21:44:01.766  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000607;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:44:07.491  CMBT   | Killed ClanShip_SideRocketTurret_t4|0000000711;	 killer Py6Jl|0000002026 Weapon_ThorHammer_T5_Epic 
21:44:12.713  CMBT   | Killed ClanShip_SideTurret|0000000524;	 killer evergreen|0000068949 SpaceMissile_Nuke_T4_Mk3 
21:44:16.084  CMBT   | Killed ClanShip_SideTurret_t4|0000000762;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:44:16.085  CMBT   | Killed ClanShip_SideTurret_t4|0000000764;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:44:16.085  CMBT   | Killed ClanShip_SideTurret_t4|0000000766;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:44:16.085  CMBT   | Killed ClanShip_SideTurret_t4|0000000770;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:44:16.085  CMBT   | Killed ClanShip_SideTurret_t4|0000000768;	 killer Gabarn|0000002252 SpaceMissile_Nuke_T4_Mk3 
21:47:13.767  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001916;	 killer ClanShip_SideRocketTurret_t5|0000000756 ClanShip_SideRocketTurret_t5 
21:47:17.142  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001936;	 killer Gladiator|0000002216 Weapon_PlasmaBursts_T5_Rel 
21:47:18.374  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001956;	 killer Gladiator|0000002216 Weapon_PlasmaBursts_T5_Rel 
21:47:18.872  CMBT   | Killed Gabarn	 Ship_Race3_S_T4_Faction1|0000002518;	 killer Feresey|0000001628 (crash) 
21:47:20.100  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000005127;	 killer ClanShip_MainTurret_Empire|0000000287 ClanShip_MainTurret_Empire 
21:47:20.499  CMBT   | Killed ClanShip_SideTurret_t5|0000000748;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:47:23.084  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000001896;	 killer MSGallaxy|0000002935 Weapon_InterferentPlasmaEmitter_T5_Epic 
21:47:23.694  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000007921;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:47:34.132  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000011385;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:47:35.882  CMBT   | Killed CMDshephardN7	 Ship_Race3_M_T4_Premium|0000001705;	 killer Py6Jl|0000002265 Weapon_ThorHammer_T5_Epic 
21:47:36.371  CMBT   | Killed SpyBeacon(AquisitorT)|0000011524;	 killer AquisitorT|0000011524 (suicide) <FriendlyFire>
21:47:36.376  CMBT   | Killed AquisitorT	 Ship_Race5_S_SCOUT_Rank15_11|0000001797;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
